Location_ID,Category,Type,Source,Name,Prefix,House_Number,Unit_Type,Unit_Number,Street_Name,Street_Type,City,State,Zip,Stop_ID,X_Coord,Y_Coord,Lat,Lon,Request
399,Residential,Theoretical Addresses,MAF Interpolation,,SW,10230,,,Hillview,St,Tigard,OR,97223,,,,45.419819,-122.7823292,Full Address
400,Residential,Theoretical Addresses,MAF Interpolation,,SW,1189,,,Lakeshore,Dr,Estacada,OR,97023,,,,45.2895975,-122.3432663,Full Address
401,Residential,Theoretical Addresses,MAF Interpolation,,SW,16922,,,Matador,Ln,King City,OR,97224,,,,45.397521,-122.8082978,Full Address
402,Residential,Theoretical Addresses,MAF Interpolation,,NE,1631,,,56th,Ave,Hillsboro,OR,97124,,,,45.5371068,-122.9246937,Full Address
403,Residential,Theoretical Addresses,MAF Interpolation,,N,195,,,Mason,St,Portland,OR,97217,,,,45.5533082,-122.6679384,Full Address
404,Residential,Theoretical Addresses,MAF Interpolation,,NW,1662,,,Towle,Terrace,Gresham,OR,97030,,,,45.5088451,-122.4466653,Full Address
405,Residential,Theoretical Addresses,MAF Interpolation,,,17421,,,Scales,Ave,Sandy,OR,97055,,,,45.3973197,-122.2653468,Full Address
406,Residential,Theoretical Addresses,MAF Interpolation,,SW,8262,,,Woody End,St,Portland,OR,97224,,,,45.3938806,-122.7619418,Full Address
407,Residential,Theoretical Addresses,MAF Interpolation,,,1547,,,Devon,Ln,Lake Oswego,OR,97034,,,,45.4036094,-122.6695057,Full Address
408,Residential,Theoretical Addresses,MAF Interpolation,,SE,1628,,,Mimosa,Dr,Gresham,OR,97080,,,,45.4848223,-122.3749962,Full Address
409,Residential,Theoretical Addresses,MAF Interpolation,,,101,,,Mill,St,Gaston,OR,97119,,,,45.4386266,-123.140543,Full Address
410,Residential,Theoretical Addresses,MAF Interpolation,,NW,385,,,Malia,Ln,Hillsboro,OR,97124,,,,45.5470815,-123.0004858,Full Address
411,Residential,Theoretical Addresses,MAF Interpolation,,SW,5453,,,Westwood,View,Portland,OR,97239,,,,45.48421,-122.691058,Full Address
412,Residential,Theoretical Addresses,MAF Interpolation,,NW,1218,,,11th,Ave,Portland,OR,97209,,,,45.5303911,-122.6823706,Full Address
413,Residential,Theoretical Addresses,MAF Interpolation,,SW,7059,,,Algonkin,St,Tualatin,OR,97062,,,,45.3742276,-122.749707,Full Address
414,Residential,Theoretical Addresses,MAF Interpolation,,SW,13674,,,Berea,Dr,Tigard,OR,97223,,,,45.4213201,-122.779782,Full Address
415,Residential,Theoretical Addresses,MAF Interpolation,,SW,3401,,,Schottky,Trail,Beaverton,OR,97005,,,,45.494322,-122.8245196,Full Address
416,Residential,Theoretical Addresses,MAF Interpolation,,SW,16306,,,Estuary,Dr,Beaverton,OR,97006,,,,45.5136066,-122.8466752,Full Address
417,Residential,Theoretical Addresses,MAF Interpolation,,SW,14809,,,Kenton,Dr,Tigard,OR,97224,,,,45.4089247,-122.763735,Full Address
418,Residential,Theoretical Addresses,MAF Interpolation,,NE,167,,,184th,Pl,Portland,OR,97230,,,,45.5237618,-122.4726306,Full Address
419,Residential,Theoretical Addresses,MAF Interpolation,,NE,6593,,,Northeast Pacific,Street,Portland,OR,97213,,,,45.5293296,-122.5954847,Full Address
420,Residential,Theoretical Addresses,MAF Interpolation,,N,13317,,,Woodrush,Way,Portland,OR,97203,,,,45.6185535,-122.7675565,Full Address
421,Residential,Theoretical Addresses,MAF Interpolation,,N,1115,,,Anchor,Way,Portland,OR,97217,,,,45.6042988,-122.6782109,Full Address
422,Residential,Theoretical Addresses,MAF Interpolation,,NE,5642,,,Hidden Creek,Dr,Hillsboro,OR,97124,,,,45.5240093,-122.9245731,Full Address
423,Residential,Theoretical Addresses,MAF Interpolation,,SW,9544,,,166th,Ave,Beaverton,OR,97007,,,,45.451132,-122.8473615,Full Address
424,Residential,Theoretical Addresses,MAF Interpolation,,SW,7774,,,Kelly,Ave,Portland,OR,97219,,,,45.4683147,-122.6755189,Full Address
425,Residential,Theoretical Addresses,MAF Interpolation,,,2030,,,Titan,Terrace,West Linn,OR,97068,,,,45.3775874,-122.6549534,Full Address
426,Residential,Theoretical Addresses,MAF Interpolation,,,4702,,,Summer Run,Dr,West Linn,OR,97068,,,,45.3618946,-122.6327897,Full Address
427,Residential,Theoretical Addresses,MAF Interpolation,,SW,7044,,,Highland,Ct,Wilsonville,OR,97070,,,,45.3149601,-122.7490853,Full Address
428,Residential,Theoretical Addresses,MAF Interpolation,,SW,8952,,,McDonald,St,Tigard,OR,97224,,,,45.4187637,-122.7691286,Full Address
429,Residential,Theoretical Addresses,MAF Interpolation,,SE,6572,,,Woodward,St,Portland,OR,97206,,,,45.501447,-122.5958661,Full Address
430,Residential,Theoretical Addresses,MAF Interpolation,,SE,2552,,,Bluebonnet,Ct,Hillsboro,OR,97123,,,,45.4977114,-122.9567093,Full Address
431,Residential,Theoretical Addresses,MAF Interpolation,,,1837,,,Vine,Ct,Forest Grove,OR,97116,,,,45.5180976,-123.0779956,Full Address
432,Residential,Theoretical Addresses,MAF Interpolation,,SW,10200,,,Trapper,Terrace,Beaverton,OR,97008,,,,45.4467045,-122.798982,Full Address
433,Residential,Theoretical Addresses,MAF Interpolation,,SW,14410,,,120th,Pl,Tigard,OR,97224,,,,45.4142888,-122.8014335,Full Address
434,Residential,Theoretical Addresses,MAF Interpolation,,SE,386,,,16th,Cir,Troutdale,OR,97060,,,,45.530069,-122.3853331,Full Address
435,Residential,Theoretical Addresses,MAF Interpolation,,SE,1271,,,Stapleton,Loop,Gresham,OR,97080,,,,45.4867907,-122.4205648,Full Address
436,Residential,Theoretical Addresses,MAF Interpolation,,N,2166,,,Lewis,Ave,Portland,OR,97227,,,,45.538601,-122.6764801,Full Address
437,Residential,Theoretical Addresses,MAF Interpolation,,SW,8374,,,9th,Ave,Portland,OR,97219,,,,45.4642305,-122.6875197,Full Address
438,Residential,Theoretical Addresses,MAF Interpolation,,,6724,,,Apollo,Rd,West Linn,OR,97068,,,,45.3733796,-122.6365921,Full Address
439,Residential,Theoretical Addresses,MAF Interpolation,,SW,11868,,,Lynnfield,Ln,Beaverton,OR,97005,,,,45.502103,-122.7993036,Full Address
440,Residential,Theoretical Addresses,MAF Interpolation,,,19602,,,Falcon,Dr,Oregon City,OR,97045,,,,45.3229607,-122.5862625,Full Address
441,Residential,Theoretical Addresses,MAF Interpolation,,SE,1202,,,13th,Ave,Canby,OR,97013,,,,45.2520769,-122.6800431,Full Address
442,Residential,Theoretical Addresses,MAF Interpolation,,NE,749,,,Cambrey,Ct,Hillsboro,OR,97124,,,,45.5432744,-122.9784854,Full Address
443,Residential,Theoretical Addresses,MAF Interpolation,,SW,11783,,,Eider,Ave,Beaverton,OR,97007,,,,45.4345694,-122.8430293,Full Address
444,Residential,Theoretical Addresses,MAF Interpolation,,SE,5318,,,160th,Ave,Portland,OR,97236,,,,45.4952667,-122.4989698,Full Address
445,Residential,Theoretical Addresses,MAF Interpolation,,SE,7427,,,Augusta,Ct,Portland,OR,97206,,,,45.4656538,-122.5870946,Full Address
446,Residential,Theoretical Addresses,MAF Interpolation,,NW,2903,,,Santanita,Terrace,Portland,OR,97210,,,,45.5236494,-122.7106034,Full Address
447,Residential,Theoretical Addresses,MAF Interpolation,,SW,14757,,,Topaz,Ct,Beaverton,OR,97007,,,,45.4616444,-122.82819,Full Address
448,Residential,Theoretical Addresses,MAF Interpolation,,SE,15598,,,Jewelberry,Ave,Sandy,OR,97055,,,,45.413298,-122.2780881,Full Address
449,Residential,Theoretical Addresses,MAF Interpolation,,SE,566,,,12th,Ave,Hillsboro,OR,97123,,,,45.5164916,-122.9703215,Full Address
450,Residential,Theoretical Addresses,MAF Interpolation,,SW,1932,,,Elm,St,Portland,OR,97201,,,,45.5099261,-122.6985585,Full Address
451,Residential,Theoretical Addresses,MAF Interpolation,,SE,14585,,,142nd,Ave,Clackamas,OR,97015,,,,45.4165994,-122.5174164,Full Address
452,Residential,Theoretical Addresses,MAF Interpolation,,,3262,,,Forest,Ct,West Linn,OR,97068,,,,45.3859097,-122.6436693,Full Address
453,Residential,Theoretical Addresses,MAF Interpolation,,SE,2724,,,Lambert,St,Portland,OR,97202,,,,45.468548,-122.6352151,Full Address
454,Residential,Theoretical Addresses,MAF Interpolation,,SW,864,,,1st,Ave,Canby,OR,97013,,,,45.2582328,-122.7007259,Full Address
455,Residential,Theoretical Addresses,MAF Interpolation,,SW,6145,,,Canyon,Ct,Portland,OR,97221,,,,45.5090645,-122.7405604,Full Address
456,Residential,Theoretical Addresses,MAF Interpolation,,SW,472,,,8th,Cir,Troutdale,OR,97060,,,,45.5359661,-122.3922577,Full Address
457,Residential,Theoretical Addresses,MAF Interpolation,,,18784,,,Effinger,Way,Oregon City,OR,97045,,,,45.3340359,-122.5683466,Full Address
458,Residential,Theoretical Addresses,MAF Interpolation,,SE,4452,,,Brae,St,Milwaukie,OR,97222,,,,45.4266806,-122.6170709,Full Address
459,Residential,Theoretical Addresses,MAF Interpolation,,SW,21391,,,91st,Ct,Tualatin,OR,97062,,,,45.3652763,-122.7701011,Full Address
460,Residential,Theoretical Addresses,MAF Interpolation,,SW,288,,,12th,Ave,Canby,OR,97013,,,,45.2528982,-122.6909452,Full Address
461,Residential,Theoretical Addresses,MAF Interpolation,,SE,6419,,,Taggart,St,Portland,OR,97206,,,,45.5022654,-122.597349,Full Address
462,Residential,Theoretical Addresses,MAF Interpolation,,SW,500,,,Alder,St,Portland,OR,,,,,45.519431,-122.677166,Full Address
463,Residential,Theoretical Addresses,MAF Interpolation,,SW,300,,,Salmon,St,Portland,OR,,,,,45.516259,-122.67664,Full Address
464,Residential,Theoretical Addresses,MAF Interpolation,,SW,400,,,Stark,St,Portland,OR,,,,,45.520537,-122.675471,Full Address
465,Residential,Theoretical Addresses,MAF Interpolation,,SW,300,,,Oak,St,Portland,OR,,,,,45.520901,-122.674093,Full Address
466,Residential,Theoretical Addresses,MAF Interpolation,,SW,200,,,Ash,St,Portland,OR,,,,,45.521991,-122.672409,Full Address
467,Residential,Theoretical Addresses,MAF Interpolation,,SW,100,,,Pine,St,Portland,OR,,,,,45.521089,-122.671851,Full Address
468,Residential,Theoretical Addresses,MAF Interpolation,,SW,500,,,Morrison,St,Portland,OR,,,,,45.518791,-122.677493,Full Address
469,Residential,Theoretical Addresses,MAF Interpolation,,SW,500,,,Main,St,Portland,OR,,,,,45.516113,-122.678952,Full Address
470,Residential,Theoretical Addresses,MAF Interpolation,,SW,200,,,Main,St,Portland,OR,,,,,45.515331,-122.676012,Full Address
471,Residential,Theoretical Addresses,MAF Interpolation,,SW,100,,,Taylor,St,Portland,OR,,,,,45.516375,-122.674324,Full Address
472,Residential,Theoretical Addresses,MAF Interpolation,,SW,100,,,Yamhill,St,Portland,OR,,,,,45.517067,-122.673948,Full Address
473,Residential,Theoretical Addresses,MAF Interpolation,,NW,600,,,Davis,St,Portland,OR,,,,,45.524497,-122.676488,Full Address
474,Business,eFare Outlets,Validated Landmarks,Cigarettes Cheaper,S,19057,,,Beavercreek,Rd,Oregon City,OR,97045,,,,45.32926486,-122.5723694,Name + City
475,Business,eFare Outlets,Validated Landmarks,La Barca Guerrero,SW,8144,,,Seneca,St,Tualatin,OR,97062,,,,45.38304596,-122.7603473,Name + City
476,Business,eFare Outlets,Validated Landmarks,Check Cash - Milwaukie,SE,16705,,,Mcloughlin,Blvd,Milwaukie,OR,97267,,,,45.40180316,-122.621642,Name + City
477,Business,eFare Outlets,Validated Landmarks,Latin Multiservice,SE,16239,,209,Mcloughlin Blvd,Suite,Milwaukie,OR,97267,,,,45.40503853,-122.6255745,Name + City
478,Business,eFare Outlets,Validated Landmarks,Las Jaras,SW,14363,,,Pacific,Hwy,Tigard,OR,97224,,,,45.41713827,-122.7908868,Name + City
479,Business,eFare Outlets,Validated Landmarks,Kimmys Market,SE,3141,,,Harrison,St,Milwaukie,OR,97222,,,,45.44686126,-122.6300211,Name + City
480,Business,eFare Outlets,Validated Landmarks,Tri's Shell on 122nd,SE,3515,,,122nd,Ave,Portland,OR,97236,,,,45.4967344,-122.5381322,Name + City
481,Business,eFare Outlets,Validated Landmarks,Check Cash - Beaverton,SW,10359,,,Canyon,Rd,Beaverton,OR,97005,,,,45.49312282,-122.7833776,Name + City
482,Business,eFare Outlets,Validated Landmarks,Check Cash - Portland,SE,8201,,#C,Powell,Blvd,Portland,OR,97266,,,,45.49776081,-122.5780719,Name + City
483,Business,eFare Outlets,Validated Landmarks,Smartphone Repair Shop,SE,7901,Suite,E,Powell,Blvd,Portland,OR,97206,,,,45.49795748,-122.5812004,Name + City
484,Business,eFare Outlets,Validated Landmarks,Smokers Zone,SE,16101,,,Division,St,Portland,OR,97236,,,,45.50462926,-122.4975962,Name + City
485,Business,eFare Outlets,Validated Landmarks,K S Food Market,SE,15231,,,Division,St,Portland,OR,97236,,,,45.50458803,-122.50625,Name + City
486,Business,eFare Outlets,Validated Landmarks,Stop N Go Market,SE,2056,,,122nd,Ave,Portland,OR,97233,,,,45.50790248,-122.5373053,Name + City
487,Business,eFare Outlets,Validated Landmarks,82nd Food Mart,SE,1829,,,82nd,Ave,Portland,OR,97216,,,,45.50956313,-122.5790909,Name + City
488,Business,eFare Outlets,Validated Landmarks,Henry's Market,SE,805,,,82nd,Ave,Portland,OR,97216,,,,45.5167306,-122.5791262,Name + City
489,Business,eFare Outlets,Validated Landmarks,Check Cash - Gresham,SE,19201,,,Stark,St,Gresham,OR,97233,,,,45.51942365,-122.4650875,Name + City
490,Business,eFare Outlets,Validated Landmarks,Tri's Shell on 181st,SE,18031,,,Stark,St,Portland,OR,97233,,,,45.51950311,-122.4776607,Name + City
491,Business,eFare Outlets,Validated Landmarks,Multi Servicios Mi Tiendita,SE,12235,,,Stark,St,Portland,OR,97233,,,,45.51922079,-122.5368847,Name + City
492,Business,eFare Outlets,Validated Landmarks,Peterson's on Yamhill,SW,115,,,Yamhill,,Portland,OR,97204,,,,45.51726515,-122.674219,Name + City
493,Business,eFare Outlets,Validated Landmarks,Check Cash - Downtown,SW,418,,,2nd,Ave,Portland,OR,97204,,,,45.51965851,-122.6734424,Name + City
494,Business,eFare Outlets,Validated Landmarks,Max Mart & Deli,E,12128,,,Burnside,St,Portland,OR,97216,,,,45.52222094,-122.538053,Name + City
495,Business,eFare Outlets,Validated Landmarks,Peterson's on Morrison,SW,922,,,Morrison,,Portland,OR,97205,,,,45.51980095,-122.6816357,Name + City
496,Business,eFare Outlets,Validated Landmarks,Rose Town Beverage,SW,550,,,Washington,St,Portland,OR,97204,,,,45.52018534,-122.6774011,Name + City
497,Business,eFare Outlets,Validated Landmarks,Express Market,SW,742,,,18th,Ave,Portland,OR,97205,,,,45.52156953,-122.6902194,Name + City
498,Business,eFare Outlets,Validated Landmarks,Madina Fashion & Beauty,Ne,7202,Unit,A,Glisan,St,Portland,OR,97213,,,,45.52631026,-122.58881,Name + City
499,Business,eFare Outlets,Validated Landmarks,Yesenia's Market,SE,1075,,,Baseline,St,Hillsboro,OR,97123,,,,45.52066465,-122.9724449,Name + City
500,Business,eFare Outlets,Validated Landmarks,Portland Streetcar Customer Service Office,NW,1031,,,11th,Ave,Portland,OR,97209,,,,45.53050397,-122.6825304,Name + City
501,Business,eFare Outlets,Validated Landmarks,Cash & Go,NW,1235,,,185th,Ave,Beaverton,OR,97006,,,,45.5287353,-122.8689015,Name + City
502,Business,eFare Outlets,Validated Landmarks,TravelCenters of America,NW,790,,,Frontage,Rd,Troutdale,OR,97060,,,,45.54385137,-122.3957453,Name + City
503,Business,eFare Outlets,Validated Landmarks,Farmers Insurance Group Federal Credit Union,NW,23175,,,Bennett,St,Hillsboro,OR,97124,,,,45.55509091,-122.9147912,Name + City
504,Business,eFare Outlets,Validated Landmarks,In & Out Food Market,N,800,,,Killingsworth,St,Portland,OR,97217,,,,45.56247294,-122.6752834,Name + City
505,Business,eFare Outlets,Validated Landmarks,ARCO - Arbor Lodge,N,6508,,,Interstate,Ave,Portland,OR,97217,,,,45.57023775,-122.6817501,Name + City
506,Business,eFare Outlets,Validated Landmarks,Travelex Currency Services,NE,7000,,,Airport,Way,Portland,OR,97218,,,,45.58953057,-122.5927267,Name + City
507,POI,Landmarks,Activity Center,Alpenrose Dairy,SW,6149,,,Shattuck,Rd,Portland,OR,97221,,7627562.349,668920.2437,45.47960969,-122.7402571,Name + City
508,POI,Landmarks,Activity Center,Arlene Schnitzer Concert Hall,SW,1037,,,Broadway,,Portland,OR,97205,,7643003,682180.31,45.51712732,-122.6814757,Name + City
509,POI,Landmarks,Activity Center,Berry Botanic Garden,SW,11505,,,Summerville,Ave,Portland,OR,97219,,7647254.716,654866.7004,45.44255094,-122.6620431,Name + City
510,POI,Landmarks,Activity Center,Cathedral Park,,,,,N Edison St & Pittsburgh Ave,,Portland,OR,97203,,7624228.687,708433.632,45.58768512,-122.7575532,Name + City
511,POI,Landmarks,Activity Center,Cirque du Soleil,N,2060,,,Marine,Dr,Portland,OR,97217,,7642636,714887.7,45.60677204,-122.6863597,Name + City
512,POI,Landmarks,Activity Center,Classical Chinese Garden,NW,350,,,3rd,Ave,Portland,OR,97209,,7645271.646,685241.0831,45.52568292,-122.6729493,Name + City
513,POI,Landmarks,Activity Center,Crystal Springs Rhododendron Garden,SE,5801,,,28th,Ave,Portland,OR,97202,,7654419.177,668296.1548,45.47989737,-122.6355216,Name + City
514,POI,Landmarks,Activity Center,Fazio Farms - Corn Maze,NE,9028,,,13th,Ave,Portland,OR,97211,,7651167,707600.25,45.58742074,-122.6522783,Name + City
515,POI,Landmarks,Activity Center,Forest Park,,,,,NW 29th Ave & Upshur St to Newberry Rd,,Portland,OR,97210,,7631972.5,690467.1,45.5390218,-122.7253832,Name + City
516,POI,Landmarks,Activity Center,Gordon Faber Recreation Complex,NW,4450,,,229th,Ave,Hillsboro,OR,97124,,7585571.533,697030.2626,45.55336123,-122.9071605,Name + City
517,POI,Landmarks,Activity Center,Hoyt Arboretum,SW,4000,,,Fairview,Blvd,Portland,OR,97221,,7634285.133,681895.8061,45.51569273,-122.7154436,Name + City
518,POI,Landmarks,Activity Center,International Rose Test Garden,SW,2403,,,Jefferson,St,Portland,OR,97205,,7636600.594,683560.8439,45.52043152,-122.7065913,Name + City
519,POI,Landmarks,Activity Center,Japanese Gardens,SW,400,,,Kingston,Ave,Portland,OR,97205,,7636228.942,682919.3583,45.51864493,-122.7079723,Name + City
520,POI,Landmarks,Activity Center,Keller Auditorium,SW,222,,,Clay,St,Portland,OR,97201,,7643813.123,680465.5742,45.51248225,-122.678136,Name + City
521,POI,Landmarks,Activity Center,Leach Botanical Garden,SE,6704,,,122nd,Ave,Portland,OR,97236,,7680149.544,665476.7732,45.4739856,-122.5349601,Name + City
522,POI,Landmarks,Activity Center,Marshall High School,SE,3905,,,91st,Ave,Portland,OR,97266,,7670707,672848.4,45.493542,-122.572495,Name + City
523,POI,Landmarks,Activity Center,McLoughlin House,,713,,,Center,St,Oregon City,OR,97045,,7660876.081,623435.0057,45.35735833,-122.605798,Name + City
524,POI,Landmarks,Activity Center,Memorial Coliseum,N,300,,,Winning,St,Portland,OR,97227,,7646256.377,687560.1326,45.53211361,-122.6693513,Name + City
525,POI,Landmarks,Activity Center,Moda Center at the Rose Quarter,N,1,,,Center Court,St,Portland,OR,97227,,7646925.076,687330.4785,45.5315332,-122.6667188,Name + City
526,POI,Landmarks,Activity Center,Montgomery Park,NW,2701,,,Vaughn,St,Portland,OR,97210,,7636390.855,689787.1787,45.5374862,-122.7080731,Name + City
527,POI,Landmarks,Activity Center,Multnomah Art Center,SW,7688,,,Capitol,Hwy,Portland,OR,97219,,7635269.779,664495.4149,45.46806059,-122.7097473,Name + City
528,POI,Landmarks,Activity Center,Multnomah Athletic Club,SW,1849,,,Salmon,St,Portland,OR,97205,,7640241,683442.6,45.52038307,-122.6923808,Name + City
529,POI,Landmarks,Activity Center,Native American Youth & Family Center,NE,5135,,,Columbia,Blvd,Portland,OR,97218,,7662033.5,701117.6,45.57043333,-122.6091856,Name + City
530,POI,Landmarks,Activity Center,North Clackamas Aquatic Park,SE,7300,,,Harmony,Rd,Milwaukie,OR,97222,,7667612.955,650213.1237,45.43125883,-122.5822825,Name + City
531,POI,Landmarks,Activity Center,Oaks Amusement Park,SE,7500,,,Oaks Park,Way,Portland,OR,97202,,7647504.415,665761.4332,45.4724398,-122.6622065,Name + City
532,POI,Landmarks,Activity Center,OMSI,SE,1945,,,Water,Ave,Portland,OR,97214,,7646981.877,678866.8822,45.50833648,-122.665612,Name + City
533,POI,Landmarks,Activity Center,Oregon Ballet Theater,SW,720,,,Bancroft,St,Portland,OR,97239,,7645682,673237.8,45.49280755,-122.6700909,Name + City
534,POI,Landmarks,Activity Center,Oregon Convention Center,NE,777,,,M L King,Blvd,Portland,OR,97232,,7647832.965,686421.0042,45.52910645,-122.6630822,Name + City
535,POI,Landmarks,Activity Center,Oregon Humane Society,NE,1067,,,Columbia,Blvd,Portland,OR,97211,,7651002,704509,45.578934,-122.652599,Name + City
536,POI,Landmarks,Activity Center,Oregon School of Arts and Crafts,SW,8245,,,Barnes,Rd,Portland,OR,97225,,7622341.133,680612.6404,45.51126681,-122.7618813,Name + City
537,POI,Landmarks,Activity Center,Oregon Zoo,SW,4001,,,Canyon,Rd,Portland,OR,97221,,7634123.033,679889.7813,45.51018473,-122.7158611,Name + City
538,POI,Landmarks,Activity Center,Pioneer Courthouse Square,SW,701,,,6th,Ave,Portland,OR,97204,,7643569.756,682794.3344,45.51884896,-122.67933,Name + City
539,POI,Landmarks,Activity Center,Pittock Mansion,NW,3229,,,Pittock,Dr,Portland,OR,97210,,7634111.134,685329.2402,45.52509289,-122.7164896,Name + City
540,POI,Landmarks,Activity Center,Portland Center for the Peforming Arts,SW,1037,,,Broadway,Ave,Portland,OR,97205,,7642999.803,682207.9163,45.51719899,-122.6814911,Name + City
541,POI,Landmarks,Activity Center,Portland Center Stage,NW,128,,,11th,Ave,Portland,OR,97209,,7642960.5,684753.2,45.5241782,-122.6819125,Name + City
542,POI,Landmarks,Activity Center,Portland Expo Center,N,2060,,,Marine,Dr,Portland,OR,97217,,7641935.96,714906.0446,45.60677035,-122.689096,Name + City
543,POI,Landmarks,Activity Center,Portland Farmers Market - PSU,,,,,SW Park & Montgomery,,Portland,OR,97201,,7642096,680431.2,45.51226461,-122.6848284,Name + City
544,POI,Landmarks,Activity Center,Portland International Raceway,N,1940,,,Victory,Blvd,Portland,OR,97217,,7642342.12,711119.2755,45.59641869,-122.687109,Name + City
545,POI,Landmarks,Activity Center,Portland Meadows,N,1001,,,Schmeer,Rd,Portland,OR,97217,,7645057.12,708816.3804,45.59030609,-122.6762637,Name + City
546,POI,Landmarks,Activity Center,Providence Park,SW,1844,,,Morrison,St,Portland,OR,97205,,7640413.36,683935.6049,45.52174371,-122.6917607,Name + City
547,POI,Landmarks,Activity Center,RiverPlace,SW,150,,,Montgomery,St,Portland,OR,97201,,7644491.654,679253.5634,45.50920944,-122.6753627,Name + City
548,POI,Landmarks,Activity Center,Saturday Market,SW,2,,,Naito,Parkway,Portland,OR,97204,,7645771.263,684164.6458,45.522629,-122.670027,Name + City
549,POI,Landmarks,Activity Center,Shute Park Aquatic & Recreation Center,SE,953,,,Maple,St,Hillsboro,OR,97123,,7567745.5,683695.5,45.51533368,-122.9751226,Name + City
550,POI,Landmarks,Activity Center,The Armory,NE,10000,,,33rd,Dr,Portland,OR,97211,,7656004.003,710428.6991,45.59552377,-122.6336826,Name + City
551,POI,Landmarks,Activity Center,The Grotto,NE,8840,,,Skidmore,St,Portland,OR,97220,,7671137.791,694580.2116,45.55315582,-122.5729903,Name + City
552,POI,Landmarks,Activity Center,The Village,W,4501,,,Powell,Blvd,Gresham,OR,97030,,7694747.866,671558.2123,45.49165479,-122.4786484,Name + City
553,POI,Landmarks,Activity Center,Tom McCall Waterfront Park,,,,,SW Salmon St & SW Naito Pkwy,,Portland,OR,97204,,7645025.682,681504.9232,45.5154214,-122.6735166,Name + City
554,POI,Landmarks,Activity Center,Tom McCall Waterfront Park (Central),,,,,SW Naito Parkway & Salmon,,Portland,OR,97204,,7645037.5,681500.8,45.51541469,-122.6734701,Name + City
555,POI,Landmarks,Activity Center,Tom McCall Waterfront Park (North),,,,,SW Naito Parkway & Ankeny,,Portland,OR,97204,,7645980.5,684008.25,45.52235885,-122.6700553,Name + City
556,POI,Landmarks,Activity Center,Tom McCall Waterfront Park (South),,,,,SW Naito Parkway & Columbia,,Portland,OR,97201,,7644648,680536.94,45.51274334,-122.6748878,Name + City
557,POI,Landmarks,Activity Center,Tualatin Hills Recreation Center,SW,15707,,,Walker,Rd,Beaverton,OR,97006,,7603316.986,684078.4639,45.51928334,-122.8364527,Name + City
558,POI,Landmarks,Activity Center,Washington County Fairgrounds,NE,880,,,28th,Ave,Hillsboro,OR,97124,,7574322.495,688707.8943,45.52961841,-122.9500692,Name + City
559,POI,Landmarks,Activity Center,World Forestry Center,SW,4033,,,Canyon,Rd,Portland,OR,97221,,7633590.026,680082.7386,45.51067365,-122.7179602,Name + City
560,POI,Landmarks,Activity Center,YWCA of Greater Portland,SW,1111,,,10th,Ave,Portland,OR,97205,,7642380,682186.9,45.51709923,-122.683906,Name + City
561,POI,Landmarks,Activity Center,Zenger Farm,SE,11741,,,Foster,Rd,Portland,OR,97266,,7678271.5,666541,45.47677643,-122.5423839,Name + City
562,Transit POI,Landmarks,Airport,Hillsboro Airport,NE,2315,,,Brookwood,Pkwy,Hillsboro,OR,97124,,7574347.437,692605.1646,45.54030447,-122.9504331,Name + City
563,Transit POI,Landmarks,Airport,Portland International Airport,NE,7000,,,Airport,Way,Portland,OR,97218,,7666235.313,707845.2655,45.58917828,-122.5934638,Name + City
564,Transit POI,Landmarks,Airport,Troutdale Airport,NE,2900,,,Marine,Dr,Troutdale,OR,97060,,7715328.126,692132.7167,45.54942302,-122.4003035,Name + City
565,Transit POI,Landmarks,Bike Station,Beaverton TC Bike & Ride,SW,4050,,,Lombard,Ave,Beaverton,OR,97005,,7611868.877,673422.3098,45.49074705,-122.801917,Name + City
566,Transit POI,Landmarks,Bike Station,Bikestation Hillsboro,SE,265,,,8th,Ave,Hillsboro,OR,97123,,7567186.951,685599.2537,45.52050566,-122.9775283,Name + City
567,Transit POI,Landmarks,Bike Station,Gresham Central TC Bike & Ride,NE,523-575,,,8th,St,Gresham,OR,97030,,7708355.671,675465.2847,45.50326963,-122.4259621,Name + City
568,Transit POI,Landmarks,Bike Station,Orenco/NW 231st Ave Bike & Ride,NE,957,,,Orenco Station,Loop,Hillsboro,OR,97124,,7583327,688758.6,45.53050688,-122.9149537,Name + City
569,Transit POI,Landmarks,Bike Station,SE Park Ave Bike & Ride,SE,2750,,,Park,Ave,Milwaukie,OR,97222,,7654053.5,650086.6,45.4299445,-122.6350708,Name + City
570,Transit POI,Landmarks,Bike Station,SE Tacoma/Johnson Creek Bike & Ride,SE,8300,,,McLoughlin,Blvd,Portland,OR,97202,,7653792.865,661880.5747,45.462262,-122.637301,Name + City
571,Transit POI,Landmarks,Bike Station,Sunset TC Bike & Ride,SW,10470,,,Barnes,Rd,Beaverton,OR,97225,,7617180.439,680409.8827,45.5103128,-122.7819823,Name + City
572,POI,Landmarks,Government Facility/Agency,Beaverton DMV,SW,10280,,,Park,Way,Portland,OR,97225,,7616808.5,679575.2,45.50800014,-122.7833406,Name + City
573,POI,Landmarks,Government Facility/Agency,Beaverton Municipal Court,SW,4755,,,Griffith,Dr,Beaverton,OR,97005,,7612957.5,671481.3,45.48551057,-122.7974584,Name + City
